date,snowfall_cm,slr,temp_max,temp_min,humidity_avg
2014-03-06,1.81,8.1,0.9,-1.9,99.4
2014-03-07,-1,-1,1.4,-3.3,93.3
2014-03-08,0.63,10.9,1.1,-3.2,73.5
2014-03-09,0.00,0,3.7,0.3,80.5
2014-03-10,0.00,0,2.1,-2.9,68.8
2014-03-11,0.00,0,2.1,-2.7,73.5
2014-03-12,0.00,0,4.0,0.8,73.0
2014-03-13,0.06,12.9,6.4,-3.3,65.7
2014-03-14,4.69,11.7,0.2,-5.7,84.0
2014-03-15,0.08,15.8,-3.3,-10.9,78.4
2014-03-16,9.64,16.8,-3.3,-9.2,80.0
2014-03-17,3.46,16.4,-4.4,-8.8,86.0
2014-03-18,1.67,17.1,-3.8,-13.9,82.8
2014-03-19,3.19,19.6,-8.6,-14.1,91.9
2014-03-20,-1,-1,1.9,-8.3,97.0
2014-03-21,0.00,0,2.7,-3.0,60.4
2014-03-22,0.32,10.7,2.1,-2.6,77.2
2014-03-23,0.00,0,0.5,-4.4,73.3
2014-03-24,0.00,0,0.0,-5.6,73.8
2014-03-25,0.00,0,0.1,-6.6,60.8
2014-03-26,0.00,0,3.1,-5.5,37.5
2014-03-27,0.00,0,6.9,0.7,37.0
2014-03-28,0.00,0,8.2,2.3,47.2
2014-03-29,0.00,0,6.5,-2.7,77.2
2014-03-30,0.35,12.5,1.3,-4.5,81.0
2014-03-31,0.56,12.3,0.5,-7.7,79.3
2014-04-01,0.00,0,-1.0,-7.3,63.7
2014-04-02,0.00,0,0.2,-6.0,71.6
2014-04-03,0.12,14.3,-1.7,-6.7,71.8
2014-04-04,0.00,0,3.9,-5.2,60.9
2014-04-05,0.00,0,3.8,-1.7,60.3
2014-04-06,2.44,9.1,6.3,-1.5,70.0
2014-04-07,6.22,9.9,-0.7,-2.2,99.6
2014-04-08,5.80,10.8,-1.2,-5.6,99.4
2014-04-09,0.00,0,-0.7,-5.2,90.7
2014-04-10,4.25,9.7,-1.0,-3.9,91.0
2014-04-11,0.00,0,4.7,-2.3,74.9
2014-04-12,3.47,8.6,1.4,-2.1,88.6
2014-04-13,0.08,12.0,5.0,-1.6,70.1
2014-04-14,0.21,8.4,2.9,-3.3,82.1
2014-04-15,0.36,11.3,0.8,-3.8,73.2
2014-04-16,0.00,0,3.9,-1.0,66.4
2014-04-17,3.24,8.5,1.9,-2.8,92.0
2014-04-18,0.00,0,3.8,-3.0,58.8
2014-04-19,0.00,0,8.7,1.1,66.6
2014-04-20,0.00,0,8.0,2.3,74.7
2014-04-21,0.00,0,9.1,1.1,63.4
2014-04-22,0.00,0,6.3,-3.8,66.3
2014-04-23,0.00,0,6.0,-1.7,59.7
2014-04-24,0.00,0,8.8,0.5,49.6
2014-04-25,0.00,0,11.1,3.9,39.6
2014-04-26,0.00,0,10.9,4.4,46.9
2014-04-27,0.00,0,11.8,4.1,48.6
2014-04-28,0.15,9.2,7.1,-2.8,76.3
2014-04-29,0.00,0,2.9,-4.9,69.6
2014-04-30,3.57,12.6,-1.3,-5.9,80.8
