date,snowfall_cm,slr,temp_max,temp_min,humidity_avg
2017-03-20,6.86,12.2,-1.0,-5.1,91.5
2017-03-21,1.33,10.9,-1.1,-6.7,92.6
2017-03-22,0.00,0,-0.3,-8.0,75.0
2017-03-23,0.00,0,-3.0,-7.8,74.2
2017-03-24,1.10,11.1,-1.9,-7.0,83.3
2017-03-25,0.10,11.0,3.9,-2.3,73.0
2017-03-26,0.00,0,5.3,1.3,79.4
2017-03-27,0.00,0,5.5,-3.9,74.0
2017-03-28,0.00,0,-2.3,-9.3,74.5
2017-03-29,0.00,0,-2.9,-9.2,57.5
2017-03-30,2.17,11.8,-2.6,-7.4,83.5
2017-03-31,2.47,9.8,-0.9,-4.5,95.8
2017-04-01,-1,-1,7.1,0.0,77.8
2017-04-02,0.09,7.1,4.9,0.3,79.2
2017-04-03,0.00,0,6.8,1.9,63.7
2017-04-04,0.48,8.1,5.1,-1.4,71.1
2017-04-05,0.18,10.2,2.7,-2.2,73.4
2017-04-06,1.16,9.7,1.4,-2.4,89.4
2017-04-07,0.45,11.9,1.1,-4.2,72.0
2017-04-08,0.65,13.6,4.6,-4.4,72.8
2017-04-09,0.00,0,7.8,1.7,66.1
2017-04-10,-1,-1,2.2,-4.1,83.0
2017-04-11,0.00,0,-0.7,-6.8,71.6
2017-04-12,0.48,15.8,-2.4,-7.6,81.5
2017-04-13,4.08,16.1,-2.7,-8.1,76.1
2017-04-14,1.58,16.2,-3.6,-8.0,90.1
2017-04-15,2.84,15.9,-5.0,-8.1,94.3
2017-04-16,0.17,16.8,-3.8,-7.7,69.3
2017-04-17,0.00,0,-1.8,-6.7,61.4
2017-04-18,0.00,0,1.0,-5.2,58.3
2017-04-19,0.00,0,2.2,-2.5,56.0
2017-04-20,0.82,9.9,3.7,-2.9,77.6
2017-04-21,0.00,0,0.1,-3.8,70.1
2017-04-22,0.13,14.9,-0.1,-5.5,70.3
2017-04-23,0.00,0,-0.8,-7.8,70.6
2017-04-24,0.00,0,0.3,-5.8,63.7
2017-04-25,0.85,12.3,-1.7,-5.7,92.9
2017-04-26,0.10,13.0,0.3,-6.4,72.0
2017-04-27,2.34,13.1,0.4,-4.7,70.4
2017-04-28,0.13,12.9,0.1,-6.8,81.3
2017-04-29,0.00,0,-0.9,-5.1,71.6
2017-04-30,0.00,0,2.0,-3.1,72.4
