date,snowfall_cm,slr,temp_max,temp_min,humidity_avg
2021-01-21,31.25,14.4,-2.0,-6.7,97.7
2021-01-22,16.81,11.4,-2.0,-9.3,97.7
2021-01-23,0.17,16.8,-3.7,-8.2,97.1
2021-01-24,0.00,0,-4.8,-9.5,95.0
2021-01-25,0.00,0,-7.4,-11.2,93.0
2021-01-26,0.43,16.4,-6.8,-9.3,91.7
2021-01-27,0.00,0,-6.8,-11.7,89.0
2021-01-28,0.00,0,-8.1,-13.3,87.9
2021-01-29,0.00,0,-9.0,-13.4,83.6
2021-01-30,0.00,0,-7.1,-13.9,90.0
2021-01-31,0.74,18.6,-7.4,-10.4,90.0
2021-02-01,0.00,0,-8.2,-13.4,83.1
2021-02-02,0.00,0,-8.1,-18.6,87.7
2021-02-03,0.69,27.9,-15.1,-19.0,84.5
2021-02-04,6.24,22.2,-10.2,-15.1,88.8
2021-02-05,1.07,20.3,-9.7,-13.3,89.8
2021-02-06,0.00,0,-9.8,-13.5,89.5
2021-02-07,0.00,0,-9.9,-11.1,89.3
2021-02-08,1.21,21.0,-10.1,-13.7,86.4
2021-02-09,5.97,20.8,-7.8,-13.8,87.1
2021-02-10,0.70,25.1,-13.4,-16.1,83.4
2021-02-11,0.00,0,-7.5,-14.0,69.6
2021-02-12,0.00,0,-7.2,-11.0,68.5
2021-02-13,0.09,18.2,-5.0,-7.0,81.9
2021-02-14,0.00,0,-4.5,-9.2,84.9
2021-02-15,0.00,0,-6.1,-11.9,79.4
2021-02-16,0.00,0,-10.8,-13.9,89.2
2021-02-17,1.84,21.1,-9.6,-11.9,89.7
2021-02-18,0.14,19.3,-2.8,-9.8,94.4
2021-02-19,0.00,0,-2.3,-6.1,97.0
2021-02-20,1.30,8.1,1.1,-1.8,97.3
2021-02-21,0.00,0,1.5,-2.5,99.0
2021-02-22,1.16,10.7,-0.8,-6.1,98.7
2021-02-23,0.00,0,0.7,-1.6,96.1
2021-02-24,0.00,0,2.3,0.5,89.5
2021-02-25,0.00,0,3.1,-0.8,85.6
2021-02-26,0.00,0,2.0,-3.6,78.7
2021-02-27,0.00,0,3.0,-0.4,77.5
2021-02-28,0.00,0,2.3,-2.0,72.3
2021-03-01,0.00,0,1.8,-3.1,79.7
2021-03-02,0.00,0,0.8,-3.9,80.9
2021-03-03,0.00,0,1.9,-7.6,80.3
2021-03-04,0.49,15.6,-4.4,-8.0,79.3
2021-03-05,0.58,14.8,-1.5,-7.0,84.8
2021-03-06,5.68,18.8,-0.5,-11.6,86.4
2021-03-07,0.00,0,-5.9,-10.5,78.8
2021-03-08,1.43,15.4,-4.1,-8.1,74.1
2021-03-09,0.00,0,-6.4,-13.8,91.1
2021-03-10,1.17,21.4,-9.7,-14.1,89.4
2021-03-11,6.69,15.9,-5.2,-9.2,95.8
2021-03-12,1.10,13.9,-1.3,-6.4,98.2
2021-03-13,0.00,0,-2.5,-7.7,96.3
2021-03-14,0.25,13.4,-2.4,-6.9,90.9
2021-03-15,0.79,12.7,-0.4,-5.2,86.9
2021-03-16,0.00,0,-1.7,-5.3,74.3
2021-03-17,0.85,11.8,-1.7,-5.3,74.6
2021-03-18,2.27,12.3,-2.1,-11.2,88.0
2021-03-19,0.70,12.5,1.6,-10.0,82.9
2021-03-20,0.05,10.0,3.2,-5.7,76.0
2021-03-21,0.00,0,-0.9,-5.4,78.4
2021-03-22,0.00,0,3.0,-0.8,78.9
2021-03-23,0.00,0,9.0,0.4,60.2
2021-03-24,0.00,0,4.5,-2.6,60.0
2021-03-25,0.00,0,2.6,-2.2,64.3
2021-03-26,0.00,0,1.4,-1.0,86.9
2021-03-27,-1,-1,1.8,-1.4,99.0
2021-03-28,0.00,0,3.0,-2.1,93.5
2021-03-29,0.35,9.0,4.5,-1.4,80.2
2021-03-30,0.00,0,2.9,-2.6,59.6
2021-03-31,0.00,0,0.2,-4.2,73.2
2021-04-01,0.00,0,0.0,-3.1,76.4
2021-04-02,0.08,12.2,-1.1,-5.1,76.8
2021-04-03,0.00,0,1.5,-3.0,76.3
2021-04-04,2.31,11.0,3.1,-10.0,70.5
2021-04-05,1.08,13.7,-1.8,-7.4,78.7
2021-04-06,0.07,10.8,0.4,-5.0,76.8
2021-04-07,0.00,0,-1.7,-8.1,68.7
2021-04-08,2.57,13.2,-1.6,-7.3,69.3
2021-04-09,2.31,12.1,-0.1,-7.0,79.9
2021-04-10,0.45,12.3,-1.4,-6.5,69.6
2021-04-11,0.00,0,1.4,-5.3,52.7
2021-04-12,15.92,13.1,-3.5,-5.5,97.8
2021-04-13,2.60,13.7,-4.2,-6.7,90.0
2021-04-14,0.00,0,1.0,-6.3,73.3
2021-04-15,0.09,10.0,3.0,-2.7,74.7
2021-04-16,0.00,0,5.4,-1.7,62.3
2021-04-17,0.00,0,7.4,2.1,42.1
2021-04-18,0.00,0,9.4,3.2,29.9
2021-04-19,0.00,0,10.6,3.7,37.6
2021-04-20,1.14,7.5,9.8,0.2,50.7
2021-04-21,2.43,9.2,-0.8,-6.1,90.2
2021-04-22,0.00,0,-0.5,-5.3,71.8
2021-04-23,0.15,12.8,-0.9,-5.7,71.0
2021-04-24,0.00,0,-1.5,-6.3,64.2
2021-04-25,0.00,0,-1.6,-6.7,66.9
2021-04-26,0.00,0,1.0,-5.0,62.4
2021-04-27,0.00,0,0.3,-5.7,69.5
2021-04-28,0.00,0,-0.8,-5.4,67.6
2021-04-29,0.14,14.3,0.7,-4.8,65.1
2021-04-30,0.00,0,0.0,-4.2,72.5
