date,snowfall_cm,slr,temp_max,temp_min,humidity_avg,accumulated_snowfall_cm
2020-03-16,0.00,0,-1.4,-7.2,63.7,317.06
2020-03-17,0.00,0,3.4,-3.2,68.7,317.06
2020-03-18,0.00,0,1.5,-3.6,66.8,317.06
2020-03-19,0.00,0,-0.2,-10.6,71.3,317.06
2020-03-20,0.00,0,-2.7,-9.4,73.6,317.06
2020-03-21,0.00,0,-3.0,-7.8,71.8,317.06
2020-03-22,0.00,0,-0.9,-6.3,60.0,317.06
2020-03-23,0.07,13.1,1.0,-6.0,62.2,317.13
2020-03-24,0.00,0,1.4,-3.0,67.3,317.13
2020-03-25,1.52,9.6,5.4,-1.3,81.3,318.65
2020-03-26,0.09,9.0,5.2,-1.2,82.9,318.74
2020-03-27,0.00,0,3.3,-5.5,68.9,318.74
2020-03-28,0.27,19.8,-3.0,-10.8,71.5,319.01
2020-03-29,1.06,15.1,-2.5,-8.4,79.6,320.07
2020-03-30,0.28,16.7,-3.8,-8.2,64.9,320.35
2020-03-31,0.14,9.2,0.3,-5.4,87.4,320.49
2020-04-01,0.74,9.6,0.8,-5.9,84.6,321.23
2020-04-02,2.89,14.1,-0.7,-7.0,84.9,324.12
2020-04-03,0.00,0,-4.1,-9.8,72.3,324.12
2020-04-04,0.00,0,-4.1,-10.1,69.5,324.12
2020-04-05,0.00,0,1.7,-6.9,77.4,324.12
2020-04-06,0.00,0,7.0,1.2,60.5,324.12
2020-04-07,-1,-1,3.3,0.4,64.0,324.12
2020-04-08,1.45,9.9,5.1,-4.6,83.0,325.57
2020-04-09,0.00,0,0.0,-4.3,79.5,325.57
2020-04-10,0.18,12.3,-1.3,-6.1,78.6,325.75
2020-04-11,0.43,9.3,2.1,-4.0,80.6,326.18
2020-04-12,0.54,8.9,3.9,-6.0,79.2,326.72
2020-04-13,0.00,0,-3.8,-6.0,71.4,326.72
2020-04-14,3.44,8.5,1.4,-4.7,90.1,330.16
2020-04-15,-1,-1,3.7,-3.1,76.4,330.16
2020-04-16,0.16,12.3,-0.1,-4.1,73.7,330.32
2020-04-17,0.17,12.9,-0.3,-3.9,75.3,330.49
2020-04-18,0.00,0,1.8,-2.6,81.0,330.49
2020-04-19,0.00,0,4.2,-0.7,79.8,330.49
2020-04-20,0.00,0,7.6,1.8,61.2,330.49
2020-04-21,0.00,0,11.7,3.3,40.7,330.49
2020-04-22,0.00,0,10.0,1.5,49.3,330.49
2020-04-23,0.00,0,7.4,-1.0,70.5,330.49
2020-04-24,0.17,10.6,2.5,-1.6,78.7,330.66
2020-04-25,0.44,9.3,2.0,-3.2,80.1,331.10
2020-04-26,0.00,0,0.5,-2.7,64.4,331.10
2020-04-27,0.24,12.9,1.8,-4.4,68.5,331.34
2020-04-28,0.34,11.5,-1.0,-4.3,78.5,331.68
2020-04-29,0.11,12.8,0.9,-3.5,67.0,331.79
2020-04-30,0.79,11.5,2.4,-3.8,72.5,332.58
