date,snowfall_cm,slr,temp_max,temp_min,humidity_avg
2019-01-03,0.33,11.5,1.8,-3.1,87.5
2019-01-04,0.43,7.7,3.6,0.2,90.0
2019-01-05,0.07,7.6,2.6,-0.9,93.0
2019-01-06,0.00,0,2.8,-4.2,85.3
2019-01-07,11.47,14.1,-3.4,-5.6,92.5
2019-01-08,0.44,13.5,-4.6,-6.0,95.6
2019-01-09,0.23,15.4,-5.4,-6.1,86.6
2019-01-10,0.80,13.7,1.6,-5.9,89.1
2019-01-11,0.16,13.5,-2.9,-4.6,82.8
2019-01-12,0.00,0,-4.1,-6.4,93.0
2019-01-13,1.36,18.5,-4.5,-9.7,86.3
2019-01-14,0.00,0,-7.4,-9.7,80.0
2019-01-15,0.00,0,-8.8,-10.6,80.9
2019-01-16,25.44,23.2,-9.0,-13.2,87.0
2019-01-17,1.20,21.9,-7.1,-12.5,88.8
2019-01-18,0.00,0,-7.8,-9.4,84.4
2019-01-19,0.00,0,-7.1,-10.5,81.6
2019-01-20,0.00,0,-8.4,-11.6,80.0
2019-01-21,0.00,0,-7.2,-11.7,88.5
2019-01-22,0.35,22.0,-7.2,-12.8,91.0
2019-01-23,0.45,23.2,-6.8,-15.3,91.0
2019-01-24,1.27,19.0,-8.2,-10.9,93.5
2019-01-25,0.80,20.0,-8.1,-11.5,92.7
2019-01-26,2.22,22.5,-10.4,-13.9,90.9
2019-01-27,4.61,24.1,-12.1,-14.1,89.1
2019-01-28,12.42,20.8,-9.5,-13.8,91.5
2019-01-29,0.00,0,-5.3,-13.0,91.7
2019-01-30,0.00,0,-4.9,-11.6,89.5
2019-01-31,0.37,21.5,-7.4,-12.4,84.7
2019-02-01,17.99,23.7,-9.7,-15.9,91.0
2019-02-02,7.14,27.8,-15.9,-16.5,87.0
2019-02-03,4.12,29.0,-12.3,-18.6,86.2
2019-02-04,3.58,20.0,-4.6,-13.4,93.0
2019-02-05,0.00,0,-8.1,-14.2,92.5
2019-02-06,0.27,18.9,-5.9,-9.2,88.5
2019-02-07,4.10,18.2,1.0,-9.4,82.3
2019-02-08,2.44,14.7,-5.1,-7.0,94.0
2019-02-09,3.55,12.0,-1.3,-5.2,99.1
2019-02-10,0.08,11.7,-3.3,-6.8,92.3
2019-02-11,0.00,0,-5.0,-7.6,81.3
2019-02-12,0.43,13.7,0.1,-8.2,87.2
2019-02-13,0.19,9.4,1.6,-1.7,76.8
2019-02-14,-1,-1,4.6,0.1,72.7
2019-02-15,0.00,0,6.3,1.4,60.2
2019-02-16,0.09,10.1,1.4,-5.9,73.1
2019-02-17,0.21,14.0,0.4,-5.1,80.3
2019-02-18,0.12,9.0,1.1,-1.4,89.2
2019-02-19,0.00,0,0.5,-6.4,79.2
2019-02-20,1.88,21.7,-4.3,-11.5,66.8
2019-02-21,5.99,19.7,-7.8,-11.1,93.0
2019-02-22,1.64,11.5,3.5,-6.8,88.4
2019-02-23,0.00,0,5.8,2.2,73.7
2019-02-24,0.00,0,2.9,-0.3,74.3
2019-02-25,0.00,0,2.5,-0.6,74.2
2019-02-26,0.19,10.1,4.6,0.5,61.6
2019-02-27,0.10,9.5,2.5,-2.7,71.2
2019-02-28,0.26,11.6,-1.9,-7.6,77.3
2019-03-01,0.00,0,-2.8,-6.2,77.0
2019-03-02,2.79,14.9,-0.3,-8.1,87.8
2019-03-03,10.48,19.3,-8.7,-11.0,92.6
2019-03-04,2.14,20.4,-7.0,-15.5,92.1
2019-03-05,0.45,26.4,-8.5,-16.2,88.6
2019-03-06,0.95,17.3,-5.9,-12.9,92.6
2019-03-07,15.36,17.4,-6.1,-9.0,94.3
2019-03-08,2.36,18.1,-7.1,-10.0,93.2
2019-03-09,0.00,0,-7.1,-12.7,78.0
2019-03-10,0.31,19.7,-9.3,-13.2,84.7
2019-03-11,0.00,0,-8.2,-13.2,64.5
2019-03-12,9.97,21.4,-6.5,-12.0,61.7
2019-03-13,26.55,16.2,-3.7,-10.0,96.5
2019-03-14,1.30,13.0,-3.0,-6.3,95.8
2019-03-15,0.00,0,-3.2,-7.5,95.3
2019-03-16,0.00,0,-4.0,-5.9,96.7
2019-03-17,14.90,13.4,-4.2,-7.7,96.8
2019-03-18,0.17,14.0,-4.2,-7.4,91.4
2019-03-19,0.73,12.4,-1.1,-5.7,69.0
2019-03-20,0.00,0,1.8,-3.4,75.8
2019-03-21,0.00,0,3.7,-5.4,72.7
2019-03-22,0.07,10.9,1.6,-3.9,73.8
2019-03-23,0.20,14.5,2.2,-4.6,64.6
2019-03-24,1.11,12.9,2.0,-7.4,75.1
2019-03-25,0.66,14.6,-2.5,-6.3,78.5
2019-03-26,0.00,0,0.3,-5.8,76.8
2019-03-27,0.00,0,2.7,-2.2,74.5
2019-03-28,0.00,0,7.9,1.1,61.8
2019-03-29,2.34,7.9,6.4,-2.9,86.5
2019-03-30,0.19,12.3,1.7,-7.7,78.9
2019-03-31,0.00,0,-2.8,-8.1,72.4
2019-04-01,0.00,0,3.4,-6.3,61.3
2019-04-02,0.00,0,0.0,-4.9,68.0
2019-04-03,0.07,9.2,4.2,-2.1,67.0
2019-04-04,6.49,9.5,0.6,-3.9,97.6
2019-04-05,7.94,14.7,-3.7,-6.0,96.9
2019-04-06,3.30,11.8,-1.2,-4.7,97.9
2019-04-07,1.38,12.3,-1.3,-8.6,97.1
2019-04-08,0.00,0,-4.1,-10.2,63.0
2019-04-09,0.00,0,-4.6,-10.6,76.7
2019-04-10,0.00,0,-5.1,-10.3,63.4
2019-04-11,0.00,0,-1.6,-8.6,41.7
2019-04-12,0.00,0,1.4,-5.1,36.0
2019-04-13,0.00,0,3.2,-2.9,31.0
2019-04-14,0.00,0,5.0,-1.1,26.8
2019-04-15,0.00,0,6.1,1.0,30.4
2019-04-16,0.00,0,7.0,1.8,41.4
2019-04-17,0.00,0,8.9,2.1,55.7
2019-04-18,0.00,0,9.6,4.4,36.0
2019-04-19,0.00,0,10.5,4.8,41.4
2019-04-20,0.00,0,11.9,6.5,37.5
2019-04-21,0.00,0,8.6,3.9,72.6
2019-04-22,0.00,0,14.0,7.0,48.0
2019-04-23,0.00,0,13.4,4.1,46.5
2019-04-24,0.00,0,11.6,4.2,43.3
2019-04-25,0.00,0,12.4,3.6,53.5
2019-04-26,0.00,0,11.2,6.2,57.6
2019-04-27,0.00,0,12.9,2.1,54.8
2019-04-28,0.00,0,11.4,3.8,60.1
2019-04-29,0.00,0,14.5,4.4,65.5
2019-04-30,-1,-1,12.6,1.3,63.6
